RecordID,StudentID,StudentName,Gender,Level,Department,CourseCode,CourseTitle,ExamDate,ExamStart,DurationMin,NumQuestions,Location,Seat,Invigilator,MalpracticeType,Evidence,ReportDetails,Penalty,Outcome,Grade
598,U2023/637533,Joseph Olawale,Female,400,Computer Science,EEE203,Circuit Theory,2024-03-19,13:30,60,40,Sports Complex Hall,M20,Mr. C. Nnaji,Threat/harassment of invigilator,No,Programmable calculator with stored notes,Suspension (2 semesters),Confirmed,B
599,U2020/492415,Oluwatobi Lawal,Male,100,Political Science,MTH101,Calculus I,2025-03-19,09:15,180,50,Engineering LT,E48,Mr. T. Okeke,Copying from neighbor,Yes,Identical answers with neighbor,Score Cancelled (0),Confirmed,E
600,U2022/380025,Temi Ogunjimi,Female,400,Sociology,CSC205,Data Structures,2024-07-04,12:30,60,60,Main Hall B,D15,Dr. A. Musa,Impersonation,Yes,Scripts exchanged mid-exam,Suspension (2 semesters),Confirmed,D
601,U2022/463191,Omoni Okeke,Female,300,Mathematics,MIC301,Microbiology Techniques,2025-04-16,14:30,180,60,New Hall,D35,Mr. T. Okeke,Disorderly conduct,No,Programmable calculator with stored notes,Score Cancelled + Repeat Course,Pending,D
602,U2023/807265,Temi Muhammad,Male,100,Physics,CSC205,Data Structures,2025-05-13,16:30,60,40,CBN Annex,K11,Dr. B. Yakubu,Bribery attempt,Yes,Scripts exchanged mid-exam,Expulsion (severe cases),Pending,E
603,U2020/514973,Maryam Oshodi,Male,100,Statistics,ACC201,Financial Accounting,2024-10-17,16:45,90,60,CBN Annex,E12,Mr. T. Okeke,Bribery attempt,Yes,Programmable calculator with stored notes,Suspension (2 semesters),Confirmed,E
604,U2023/893591,Temi Ajayi,Female,200,Economics,BIO203,Biochemistry I,2024-10-12,13:30,60,50,Auditorium,C26,Dr. R. Hassan,Bribery attempt,Yes,Notes found under question paper,Expulsion (severe cases),Pending,E
605,U2021/245303,Opeyemi Ogunshola,Male,400,Physics,STA201,Probability Theory,2024-06-25,09:45,180,60,CBN Annex,K47,Mr. C. Nnaji,Unauthorized material (calculator),Yes,Notes found under question paper,Suspension (2 semesters),Confirmed,D
606,U2023/486991,Joseph Olowo,Male,200,Microbiology,IFT211,Computer Organization & Architecture,2025-04-28,09:30,60,60,New Hall,M59,Prof. H. Danladi,Bribery attempt,Yes,Scripts exchanged mid-exam,Suspension (2 semesters),Pending,C
607,U2020/942726,Oluwadamilola Oluwole,Male,100,Mechanical Engineering,CSC301,Operating Systems,2025-04-17,15:15,180,60,CBN Hall,H47,Mrs. K. Adeyemi,Impersonation,Yes,Notes found under question paper,Score Cancelled + Repeat Course,Cleared (insufficient evidence),F
608,U2023/604163,Joseph Oladipo,Female,400,Political Science,ACC201,Financial Accounting,2025-01-29,09:45,120,25,Engineering LT,M50,Dr. A. Musa,Threat/harassment of invigilator,Yes,Scripts exchanged mid-exam,Suspension (2 semesters),Confirmed,E
609,U2021/934197,Olamma Olayinka,Female,400,Economics,EEE203,Circuit Theory,2024-05-07,09:15,120,25,Main Hall B,F42,Mrs. K. Adeyemi,Collusion/whispering,Yes,Raised voice; disrupted hall,Score Cancelled (0),Confirmed,F
610,U2020/898304,Bola Ogunyemi,Female,200,Statistics,MEE201,Thermodynamics,2024-09-23,13:30,150,50,Main Hall A,D57,Mrs. J. Obi,Disorderly conduct,Yes,Verbal threat reported by invigilator,Suspension (2 semesters),Confirmed,D
611,U2024/406533,Henry Okorie,Male,300,Mathematics,PHY102,General Physics II,2024-06-11,12:45,150,50,Main Hall A,D38,Dr. R. Hassan,Collusion/whispering,Yes,Whispering repeatedly despite warnings,Score Cancelled (0),Confirmed,E
612,U2022/648759,Efe Okonkwo,Female,300,Mathematics,MTH101,Calculus I,2025-06-04,16:45,150,40,Sports Complex Hall,C56,Mrs. P. Lawal,Exam script exchange,Yes,Raised voice; disrupted hall,Suspension (1 semester),Confirmed,D
613,U2020/781570,Samuel Ogunjobi,Female,100,Physics,MAC201,News Writing,2024-03-07,13:15,120,40,New Hall,K59,Dr. A. Musa,Impersonation,Yes,Offered inducement after paper,Suspension (1 semester),Confirmed,F
614,U2024/183306,Bimbo Ogunmodede,Male,300,Physics,IFT212,Systems Programming,2024-02-03,14:00,120,25,CBN Hall,E52,Mr. T. Okeke,Copying from neighbor,Yes,Name on script mismatched ID card,Suspension (1 semester),Confirmed,D
615,U2020/317822,Funke Obi,Female,200,Computer Science,ECO202,Macro Economics,2024-09-29,16:30,60,40,New Hall,B35,Dr. A. Musa,Use of mobile phone,No,Scripts exchanged mid-exam,Score Cancelled + Repeat Course,Pending,F
616,U2022/696985,Emeka Ogunbanwo,Female,200,Mass Communication,CSC301,Operating Systems,2024-04-29,15:00,150,40,Main Hall B,M57,Dr. L. Ekanem,Use of mobile phone,Yes,Name on script mismatched ID card,Score Cancelled + Repeat Course,Pending,E
617,U2022/377033,Olamide Obi,Female,400,Computer Science,MIC301,Microbiology Techniques,2024-09-14,14:30,150,40,Science LT1,L36,Mrs. P. Lawal,Exam script exchange,Yes,Identical answers with neighbor,Suspension (1 semester),Confirmed,F
618,U2020/564727,David Ogunfowora,Male,200,Mass Communication,CSC303,Computer Networks,2024-01-07,13:45,150,40,CBN Hall,N07,Prof. H. Danladi,Collusion/whispering,Yes,Name on script mismatched ID card,Score Cancelled + Repeat Course,Confirmed,D
619,U2023/923982,Ada Ogunbote,Male,300,Statistics,PHY102,General Physics II,2025-06-27,15:00,120,40,Science LT2,J31,Dr. B. Yakubu,Threat/harassment of invigilator,Yes,Programmable calculator with stored notes,Suspension (2 semesters),Pending,F
620,U2022/571552,Daniel Ogunleke,Female,200,Sociology,MTH101,Calculus I,2024-09-26,15:30,120,40,Engineering LT,A49,Mr. C. Nnaji,Copying from neighbor,Yes,Notes found under question paper,Suspension (1 semester),Pending,F
621,U2023/441505,Ogochukwu Ogunlade,Male,200,Mass Communication,BIO203,Biochemistry I,2024-10-07,08:15,90,50,CBN Hall,K33,Dr. L. Ekanem,Copying from neighbor,Yes,Identical answers with neighbor,Score Cancelled + Repeat Course,Pending,C
622,U2020/206367,Bimbo Ogunfowora,Female,200,Accounting,IFT211,Computer Organization & Architecture,2025-05-06,15:00,150,60,Science LT1,J24,Dr. L. Ekanem,Impersonation,Yes,Identical answers with neighbor,Expulsion (severe cases),Confirmed,C
623,U2022/700554,Chiamaka Ogunbowale,Female,100,Accounting,CSC307,Database Systems,2025-02-27,10:15,180,50,Old Hall,J53,Dr. R. Hassan,Threat/harassment of invigilator,Yes,Notes found under question paper,Suspension (2 semesters),Pending,C
624,U2022/367762,Oluwadamilola Ibrahim,Male,300,Political Science,CSC301,Operating Systems,2025-01-04,15:15,90,50,Main Hall B,L27,Mr. C. Nnaji,Disorderly conduct,Yes,Programmable calculator with stored notes,Score Cancelled (0),Pending,F
625,U2024/615909,Salihu Ogunmokun,Female,100,Sociology,CSC205,Data Structures,2025-06-08,13:00,180,60,Sports Complex Hall,B48,Mrs. K. Adeyemi,Cheat notes/crib,No,Verbal threat reported by invigilator,Score Cancelled (0),On Appeal,C
626,U2023/957479,Opeyemi Omojola,Female,100,Biochemistry,SOC203,Social Research Methods,2024-06-11,16:00,180,60,Auditorium,L22,Mrs. K. Adeyemi,Threat/harassment of invigilator,Yes,Whispering repeatedly despite warnings,Suspension (2 semesters),Pending,F
627,U2021/438044,Oma Okeke,Female,400,Biochemistry,STA201,Probability Theory,2025-03-18,08:45,180,50,CBN Hall,K44,Mrs. J. Obi,Cheat notes/crib,Yes,Offered inducement after paper,Warning,Pending,E
628,U2021/666310,Miriam Ogunleye,Female,300,Sociology,IFT212,Systems Programming,2024-06-05,11:15,90,50,Science LT2,D43,Prof. H. Danladi,Collusion/whispering,Yes,Name on script mismatched ID card,Warning,Confirmed,D
629,U2021/498895,Aisha Ogunmodede,Female,300,Mechanical Engineering,ACC201,Financial Accounting,2024-08-10,13:00,90,60,Engineering LT,D14,Mr. C. Nnaji,Use of mobile phone,Yes,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,Pending,F
630,U2023/300258,Ogechi Olanrewaju,Female,200,Biochemistry,CSC301,Operating Systems,2025-06-12,09:15,90,25,New Hall,E33,Mrs. K. Adeyemi,Disorderly conduct,Yes,Raised voice; disrupted hall,Score Cancelled + Repeat Course,Pending,A
631,U2020/782028,Hussein Ogueke,Female,400,Economics,MAC201,News Writing,2024-04-12,13:30,120,25,Main Hall A,E47,Mrs. J. Obi,Unauthorized material (calculator),No,Notes found under question paper,Score Cancelled (0),Confirmed,C
632,U2022/489759,Oluwatimilehin Odeyemi,Male,200,Microbiology,IFT211,Computer Organization & Architecture,2024-01-10,10:15,90,60,Engineering LT,C12,Mrs. P. Lawal,Cheat notes/crib,Yes,Whispering repeatedly despite warnings,Expulsion (severe cases),Confirmed,F
633,U2024/436669,Amaka Muhammad,Female,300,Sociology,CSC401,Distributed Systems,2024-04-22,10:00,150,40,Main Hall A,H03,Mr. T. Okeke,Copying from neighbor,Yes,Programmable calculator with stored notes,Score Cancelled + Repeat Course,Pending,B
634,U2023/535239,Olamide Ogunlana,Male,200,Electrical Engineering,MAC201,News Writing,2024-04-12,08:30,90,25,CBN Annex,N41,Dr. A. Musa,Unauthorized material (calculator),No,Identical answers with neighbor,Suspension (1 semester),Pending,E
635,U2021/336508,Tunde Olawale,Male,200,Accounting,MTH101,Calculus I,2025-07-06,13:00,150,60,Engineering LT,E57,Dr. B. Yakubu,Threat/harassment of invigilator,Yes,Student observed using phone camera,Suspension (2 semesters),Pending,D
636,U2024/872182,Olamide Ogueke,Male,200,Mathematics,MTH101,Calculus I,2024-11-04,13:45,180,50,CBN Hall,C01,Mr. T. Okeke,Collusion/whispering,Yes,Notes found under question paper,Score Cancelled (0),Pending,F
637,U2023/574065,Maryam Ekanem,Female,200,Economics,IFT211,Computer Organization & Architecture,2024-11-26,08:45,150,50,Old Hall,H08,Dr. R. Hassan,Impersonation,Yes,Offered inducement after paper,Suspension (1 semester),Confirmed,F
638,U2020/669711,Hadiza Eze,Male,200,Business Administration,STA201,Probability Theory,2024-12-15,15:45,60,50,New Hall,B08,Mrs. P. Lawal,Bribery attempt,Yes,Identical answers with neighbor,Expulsion (severe cases),Confirmed,C
639,U2021/248592,Yusuf Adeyemi,Male,300,Mass Communication,BIO203,Biochemistry I,2025-03-22,16:00,180,40,CBN Hall,M48,Mrs. J. Obi,Unauthorized material (calculator),Yes,Offered inducement after paper,Score Cancelled + Repeat Course,On Appeal,E
640,U2024/337248,Cynthia Okeke,Female,100,Statistics,CSC307,Database Systems,2025-06-29,13:15,180,40,CBN Hall,E04,Mr. C. Nnaji,Exam script exchange,Yes,Identical answers with neighbor,Suspension (1 semester),Confirmed,E
641,U2022/318895,Janet Okonjo,Male,400,Sociology,EEE203,Circuit Theory,2025-05-02,15:30,90,50,Main Hall A,N27,Mr. T. Okeke,Cheat notes/crib,Yes,Whispering repeatedly despite warnings,Expulsion (severe cases),Confirmed,E
642,U2021/520940,Yemi Ogunbanwo,Male,200,Economics,CSC401,Distributed Systems,2024-06-12,14:45,180,40,CBN Hall,H10,Dr. R. Hassan,Impersonation,Yes,Scripts exchanged mid-exam,Expulsion (severe cases),Pending,A
643,U2020/890888,Joseph Ogunmola,Female,300,Biochemistry,CSC303,Computer Networks,2024-04-15,15:15,150,50,Main Hall A,G54,Dr. R. Hassan,Use of mobile phone,Yes,Student observed using phone camera,Score Cancelled (0),Confirmed,F
644,U2022/353013,Femi Mohammed,Female,200,Sociology,ACC201,Financial Accounting,2025-05-13,12:15,180,25,Engineering LT,A41,Mrs. K. Adeyemi,Use of mobile phone,No,Identical answers with neighbor,Suspension (1 semester),Confirmed,F
645,U2021/714239,Seun Adeyemi,Female,300,Physics,MTH101,Calculus I,2025-06-04,13:45,120,50,Sports Complex Hall,E07,Dr. L. Ekanem,Use of mobile phone,Yes,Offered inducement after paper,Score Cancelled + Repeat Course,Confirmed,E
646,U2024/199524,Yemi Olowo,Female,400,Microbiology,POL204,Nigerian Government,2025-06-15,14:00,180,25,CBN Annex,L46,Dr. B. Yakubu,Threat/harassment of invigilator,Yes,Programmable calculator with stored notes,Suspension (2 semesters),Confirmed,F
647,U2022/203603,Fatima Yakubu,Male,300,Physics,CSC205,Data Structures,2025-03-26,15:00,150,60,New Hall,E23,Mrs. J. Obi,Cheat notes/crib,Yes,Scripts exchanged mid-exam,Expulsion (severe cases),Pending,F
648,U2022/876685,Oge Kehinde,Male,300,Mass Communication,IFT211,Computer Organization & Architecture,2024-02-18,13:45,120,40,New Hall,B22,Mrs. J. Obi,Impersonation,Yes,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,On Appeal,E
649,U2021/377537,Paul Ogunbanjo,Female,300,Political Science,IFT211,Computer Organization & Architecture,2024-11-09,09:00,150,50,Science LT2,N29,Mrs. J. Obi,Threat/harassment of invigilator,Yes,Whispering repeatedly despite warnings,Expulsion (severe cases),Pending,F
650,U2020/846235,Oluwatosin Ogunbowale,Female,100,Information Technology,STA201,Probability Theory,2024-07-13,12:30,180,40,Science LT1,C46,Mrs. J. Obi,Unauthorized material (calculator),Yes,Offered inducement after paper,Warning,Pending,D
651,U2020/618513,Ifeoma Nwachukwu,Male,400,Information Technology,CSC307,Database Systems,2024-10-27,09:30,90,60,CBN Hall,D29,Prof. H. Danladi,Cheat notes/crib,Yes,Whispering repeatedly despite warnings,Score Cancelled + Repeat Course,Pending,A
652,U2024/505907,Felix Onuoha,Female,100,Political Science,IFT211,Computer Organization & Architecture,2025-05-09,15:45,180,40,Science LT1,G24,Mrs. J. Obi,Unauthorized material (calculator),Yes,Name on script mismatched ID card,Suspension (1 semester),Confirmed,D
653,U2023/661365,Favour Udo,Male,100,Mathematics,BIO203,Biochemistry I,2024-05-17,13:15,180,40,Science LT2,M45,Mrs. P. Lawal,Use of mobile phone,No,Name on script mismatched ID card,Suspension (1 semester),Confirmed,E
654,U2022/599779,Paul Ogunyemi,Male,100,Mass Communication,POL204,Nigerian Government,2025-03-24,15:45,60,40,Sports Complex Hall,F05,Dr. R. Hassan,Cheat notes/crib,Yes,Verbal threat reported by invigilator,Warning,Confirmed,D
655,U2024/937200,Khadija Yakubu,Male,400,Economics,CSC101,Introduction to Computer Science,2024-05-16,14:15,150,50,Old Hall,L38,Mrs. J. Obi,Bribery attempt,Yes,Notes found under question paper,Suspension (2 semesters),Pending,F
656,U2021/976336,Ayomide Muhammad,Female,300,Microbiology,CSC205,Data Structures,2024-05-02,09:00,180,60,Main Hall B,F06,Mrs. K. Adeyemi,Collusion/whispering,Yes,Programmable calculator with stored notes,Suspension (2 semesters),Pending,E
657,U2023/195142,Ayomide Onuoha,Female,400,Economics,MAC201,News Writing,2025-04-30,10:30,90,25,CBN Hall,D23,Mrs. K. Adeyemi,Copying from neighbor,Yes,Scripts exchanged mid-exam,Score Cancelled + Repeat Course,Confirmed,E
658,U2020/442737,Henry Danladi,Male,300,Computer Science,CSC303,Computer Networks,2024-03-03,16:00,120,25,CBN Annex,K24,Mrs. K. Adeyemi,Collusion/whispering,Yes,Whispering repeatedly despite warnings,Warning,Cleared (insufficient evidence),D
659,U2021/631972,Bankole Ogunlana,Male,400,Electrical Engineering,MIC301,Microbiology Techniques,2025-07-02,11:30,60,40,CBN Annex,A60,Mrs. P. Lawal,Threat/harassment of invigilator,Yes,Student observed using phone camera,Expulsion (severe cases),Pending,F
660,U2023/790474,Chidera Ogueke,Female,300,Information Technology,PHY102,General Physics II,2024-12-23,10:15,60,60,Main Hall B,L36,Mrs. K. Adeyemi,Impersonation,Yes,Scripts exchanged mid-exam,Score Cancelled (0),Cleared (insufficient evidence),D
661,U2024/203578,Musa Olanrewaju,Female,200,Political Science,CSC307,Database Systems,2025-05-17,11:45,60,50,Old Hall,K37,Mrs. P. Lawal,Cheat notes/crib,No,Offered inducement after paper,Score Cancelled + Repeat Course,On Appeal,E
662,U2020/615101,Uche Iwuanyanwu,Female,200,Business Administration,SOC203,Social Research Methods,2024-11-24,10:45,90,50,CBN Annex,G20,Dr. L. Ekanem,Unauthorized material (calculator),Yes,Identical answers with neighbor,Suspension (1 semester),Pending,F
663,U2021/468852,Olamide Okoye,Female,100,Mechanical Engineering,CSC205,Data Structures,2024-04-01,12:15,120,25,Old Hall,J55,Mr. T. Okeke,Bribery attempt,Yes,Offered inducement after paper,Score Cancelled (0),Cleared (insufficient evidence),E
664,U2020/147431,Ruth Olayinka,Male,200,Information Technology,CSC205,Data Structures,2025-04-13,10:15,120,25,Science LT1,A58,Prof. H. Danladi,Impersonation,Yes,Scripts exchanged mid-exam,Suspension (1 semester),Confirmed,F
665,U2024/844669,Olamilekan Danladi,Male,200,Accounting,MAC201,News Writing,2025-02-15,08:15,90,40,Sports Complex Hall,M59,Dr. R. Hassan,Threat/harassment of invigilator,Yes,Programmable calculator with stored notes,Score Cancelled (0),On Appeal,F
666,U2021/173950,Hassan Udoh,Male,400,Economics,ACC201,Financial Accounting,2024-10-11,11:45,120,25,Auditorium,N32,Mrs. K. Adeyemi,Unauthorized material (calculator),Yes,Whispering repeatedly despite warnings,Score Cancelled (0),Confirmed,E
667,U2020/681697,Seun Aliyu,Male,300,Physics,CSC401,Distributed Systems,2025-02-11,12:30,120,50,Old Hall,A31,Dr. L. Ekanem,Use of mobile phone,Yes,Student observed using phone camera,Score Cancelled (0),Pending,C
668,U2024/904037,Zainab Olayinka,Female,400,Electrical Engineering,CSC205,Data Structures,2024-03-26,09:15,150,50,Main Hall A,K01,Mr. T. Okeke,Disorderly conduct,Yes,Scripts exchanged mid-exam,Warning,Confirmed,F
669,U2021/757681,Zainab Oluwole,Female,200,Accounting,MTH101,Calculus I,2025-04-18,11:00,150,60,Main Hall A,H05,Prof. H. Danladi,Collusion/whispering,No,Verbal threat reported by invigilator,Score Cancelled (0),Confirmed,E
670,U2021/859252,Blessing Nnaji,Male,200,Electrical Engineering,SOC203,Social Research Methods,2025-07-14,13:00,60,25,Auditorium,B44,Prof. H. Danladi,Unauthorized material (calculator),Yes,Notes found under question paper,Expulsion (severe cases),Pending,E
671,U2023/396189,Yusuf Okonjo,Female,100,Political Science,POL204,Nigerian Government,2025-01-31,09:15,60,25,New Hall,M16,Dr. L. Ekanem,Cheat notes/crib,Yes,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,On Appeal,D
672,U2022/268104,Efe Ibrahim,Female,400,Sociology,ECO202,Macro Economics,2024-06-05,15:30,90,40,Science LT1,C03,Dr. L. Ekanem,Copying from neighbor,Yes,Programmable calculator with stored notes,Score Cancelled + Repeat Course,Pending,F
673,U2023/481220,David Iwuanyanwu,Female,200,Economics,SOC203,Social Research Methods,2024-05-08,13:15,150,60,Auditorium,M34,Prof. H. Danladi,Unauthorized material (calculator),Yes,Name on script mismatched ID card,Suspension (1 semester),Confirmed,D
674,U2023/414908,Oluwatimilehin Yakubu,Male,200,Political Science,IFT212,Systems Programming,2025-01-07,15:45,120,50,CBN Hall,D22,Mrs. P. Lawal,Impersonation,Yes,Whispering repeatedly despite warnings,Suspension (1 semester),Confirmed,F
675,U2023/703003,Samuel Okeke,Female,400,Electrical Engineering,EEE203,Circuit Theory,2025-03-29,08:15,150,40,Science LT2,H16,Mr. T. Okeke,Copying from neighbor,No,Raised voice; disrupted hall,Score Cancelled (0),Confirmed,D
676,U2021/879704,Bankole Oshodi,Female,100,Physics,MIC301,Microbiology Techniques,2024-04-09,09:00,60,25,Main Hall B,F40,Mrs. J. Obi,Cheat notes/crib,Yes,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,Pending,F
677,U2023/265969,Ogochukwu Ogunlesi,Female,400,Accounting,ECO202,Macro Economics,2024-06-28,12:30,60,40,Science LT1,M55,Prof. H. Danladi,Collusion/whispering,Yes,Student observed using phone camera,Suspension (2 semesters),Pending,F
678,U2022/562355,Seyi Ogunmokun,Male,400,Information Technology,CSC307,Database Systems,2024-02-10,10:45,150,60,New Hall,A32,Dr. B. Yakubu,Disorderly conduct,Yes,Scripts exchanged mid-exam,Expulsion (severe cases),Pending,F
679,U2021/765030,Blessing Adesina,Male,300,Information Technology,CSC301,Operating Systems,2024-06-30,10:30,150,40,Science LT2,K52,Dr. L. Ekanem,Use of mobile phone,No,Notes found under question paper,Suspension (1 semester),Confirmed,F
680,U2021/154537,Zubair Olowo,Female,400,Electrical Engineering,POL204,Nigerian Government,2025-01-08,12:15,180,50,Science LT1,H28,Mrs. J. Obi,Bribery attempt,No,Notes found under question paper,Expulsion (severe cases),Pending,D
681,U2023/507263,Olamide Nwachukwu,Female,100,Accounting,ECO202,Macro Economics,2025-07-18,08:15,180,25,Engineering LT,F24,Mrs. P. Lawal,Threat/harassment of invigilator,Yes,Programmable calculator with stored notes,Expulsion (severe cases),Pending,E
682,U2020/944601,Femi Kalu,Male,200,Accounting,STA201,Probability Theory,2024-09-24,16:15,150,50,Main Hall A,N09,Mrs. K. Adeyemi,Copying from neighbor,Yes,Name on script mismatched ID card,Suspension (1 semester),Confirmed,C
683,U2020/263833,Seyi Nwankwo,Female,100,Electrical Engineering,BIO203,Biochemistry I,2025-08-08,11:00,60,25,Sports Complex Hall,F51,Mrs. K. Adeyemi,Cheat notes/crib,Yes,Verbal threat reported by invigilator,Suspension (2 semesters),Pending,C
684,U2020/505695,Blessing Nwankwo,Male,200,Sociology,CSC307,Database Systems,2024-03-24,10:00,60,25,New Hall,D46,Dr. L. Ekanem,Unauthorized material (calculator),Yes,Verbal threat reported by invigilator,Warning,Pending,F
685,U2024/703386,Zainab Ogunbiyi,Male,300,Mathematics,MEE201,Thermodynamics,2024-03-03,15:15,180,25,CBN Hall,C55,Mrs. J. Obi,Use of mobile phone,Yes,Name on script mismatched ID card,Score Cancelled (0),Pending,C
686,U2020/786651,Yusuf Okorie,Female,300,Microbiology,POL204,Nigerian Government,2025-02-26,16:30,90,60,Auditorium,B04,Mrs. K. Adeyemi,Copying from neighbor,Yes,Raised voice; disrupted hall,Suspension (1 semester),Confirmed,D
687,U2022/572684,Esther Afolayan,Female,400,Information Technology,CSC205,Data Structures,2025-04-01,08:00,120,50,New Hall,E49,Dr. L. Ekanem,Threat/harassment of invigilator,Yes,Scripts exchanged mid-exam,Expulsion (severe cases),Pending,E
688,U2023/586950,Adewale Okeke,Male,200,Microbiology,IFT212,Systems Programming,2024-06-23,08:30,150,60,Engineering LT,G02,Mr. T. Okeke,Disorderly conduct,Yes,Scripts exchanged mid-exam,Suspension (1 semester),Confirmed,E
689,U2022/453700,Samuel Ibrahim,Female,400,Accounting,CSC307,Database Systems,2024-01-15,14:15,90,40,Engineering LT,C20,Mrs. P. Lawal,Impersonation,Yes,Identical answers with neighbor,Suspension (2 semesters),Pending,D
690,U2024/403375,Chika Olowo,Female,400,Economics,MEE201,Thermodynamics,2025-03-21,10:45,60,50,CBN Hall,G32,Dr. A. Musa,Use of mobile phone,Yes,Identical answers with neighbor,Score Cancelled + Repeat Course,Pending,F
691,U2022/692789,Nurudeen Ogunleye,Male,300,Physics,STA201,Probability Theory,2025-03-15,09:15,180,50,New Hall,F27,Prof. H. Danladi,Exam script exchange,Yes,Name on script mismatched ID card,Score Cancelled (0),Confirmed,F
692,U2024/340047,Paul Ogunyinka,Male,300,Physics,IFT211,Computer Organization & Architecture,2025-05-02,12:30,180,50,CBN Hall,H37,Dr. L. Ekanem,Impersonation,No,Notes found under question paper,Score Cancelled + Repeat Course,Cleared (insufficient evidence),D
693,U2022/170176,Adewale Ogueke,Male,400,Statistics,CSC303,Computer Networks,2024-05-31,13:00,180,60,Science LT1,M10,Mrs. J. Obi,Disorderly conduct,Yes,Notes found under question paper,Score Cancelled + Repeat Course,On Appeal,E
694,U2021/964169,Hussein Bassey,Male,100,Accounting,IFT211,Computer Organization & Architecture,2024-12-30,15:15,120,50,Science LT1,M04,Prof. H. Danladi,Disorderly conduct,No,Offered inducement after paper,Suspension (2 semesters),Confirmed,F
695,U2023/182533,Efe Omojola,Male,200,Statistics,PHY102,General Physics II,2025-01-20,14:00,120,50,New Hall,L25,Mrs. P. Lawal,Impersonation,Yes,Whispering repeatedly despite warnings,Suspension (1 semester),Pending,E
696,U2020/154970,Blessing Ogunlesi,Female,100,Sociology,STA201,Probability Theory,2024-10-07,15:30,90,60,Science LT2,C21,Mr. C. Nnaji,Copying from neighbor,Yes,Offered inducement after paper,Score Cancelled (0),Pending,B
697,U2020/857886,Peter Chukwu,Female,300,Economics,ACC201,Financial Accounting,2024-07-01,13:00,120,50,Main Hall B,B09,Mr. T. Okeke,Threat/harassment of invigilator,Yes,Student observed using phone camera,Suspension (1 semester),Pending,E
698,U2020/650166,Oiza Adegoke,Female,100,Statistics,IFT211,Computer Organization & Architecture,2025-01-03,13:30,60,60,Auditorium,J53,Mrs. K. Adeyemi,Exam script exchange,Yes,Name on script mismatched ID card,Suspension (1 semester),Confirmed,E
699,U2021/244360,Taiwo Kalu,Female,300,Mechanical Engineering,CSC303,Computer Networks,2024-09-02,08:00,60,40,Engineering LT,N41,Mr. C. Nnaji,Disorderly conduct,Yes,Notes found under question paper,Score Cancelled (0),Pending,E
700,U2020/466353,Hannah Olawale,Female,400,Computer Science,PHY102,General Physics II,2025-02-28,16:00,60,40,Old Hall,C26,Prof. H. Danladi,Threat/harassment of invigilator,Yes,Whispering repeatedly despite warnings,Expulsion (severe cases),Pending,E
701,U2023/224956,Zubair Ajayi,Female,300,Business Administration,MIC301,Microbiology Techniques,2025-07-23,13:45,90,40,Main Hall A,H39,Mrs. P. Lawal,Threat/harassment of invigilator,Yes,Programmable calculator with stored notes,Expulsion (severe cases),Pending,D
702,U2023/157008,Hussein Nwankwo,Male,100,Economics,CSC303,Computer Networks,2024-04-19,11:15,180,50,CBN Annex,E14,Mrs. P. Lawal,Impersonation,No,Notes found under question paper,Expulsion (severe cases),Confirmed,D
703,U2023/603500,Ogochukwu Ogunjimi,Female,200,Political Science,IFT212,Systems Programming,2024-12-07,11:45,150,50,Sports Complex Hall,D05,Dr. B. Yakubu,Disorderly conduct,No,Student observed using phone camera,Score Cancelled (0),Confirmed,F
704,U2020/485928,Maryam Adegoke,Male,100,Political Science,CSC101,Introduction to Computer Science,2024-01-12,12:00,120,60,Engineering LT,M57,Mrs. J. Obi,Unauthorized material (calculator),Yes,Student observed using phone camera,Warning,Cleared (insufficient evidence),D
705,U2020/767638,Felix Okolo,Male,300,Statistics,CSC101,Introduction to Computer Science,2024-02-05,09:30,90,50,New Hall,C01,Mrs. K. Adeyemi,Disorderly conduct,No,Student observed using phone camera,Warning,On Appeal,F
706,U2023/553496,Temi Yakubu,Male,300,Business Administration,ECO202,Macro Economics,2024-01-24,15:00,90,40,Main Hall A,K58,Dr. A. Musa,Use of mobile phone,Yes,Student observed using phone camera,Score Cancelled (0),Pending,F
707,U2020/690570,Osas Ogunlade,Female,300,Mathematics,MTH101,Calculus I,2025-05-05,11:30,60,50,CBN Hall,M55,Dr. A. Musa,Impersonation,Yes,Identical answers with neighbor,Suspension (2 semesters),Confirmed,D
708,U2022/526772,Somto Ogunbanwo,Female,300,Mass Communication,MIC301,Microbiology Techniques,2025-04-28,16:15,120,50,Science LT2,H23,Dr. R. Hassan,Bribery attempt,Yes,Whispering repeatedly despite warnings,Suspension (1 semester),Pending,F
709,U2021/144832,David Iwu,Male,400,Accounting,MEE201,Thermodynamics,2025-03-18,09:30,90,50,CBN Annex,F35,Mr. T. Okeke,Exam script exchange,Yes,Verbal threat reported by invigilator,Suspension (1 semester),Confirmed,C
710,U2021/875643,Funke Okolo,Female,400,Information Technology,IFT212,Systems Programming,2025-03-05,09:00,180,25,New Hall,B21,Mrs. J. Obi,Threat/harassment of invigilator,Yes,Offered inducement after paper,Score Cancelled + Repeat Course,On Appeal,F
